datetime,open,high,low,close,volume
2024-11-15 19:00:00,0.6701,0.6826,0.659,0.6779,26035459.8
2024-11-15 20:00:00,0.6778,0.6845,0.6638,0.6677,33612610.5
2024-11-15 21:00:00,0.6678,0.6872,0.6612,0.6792,29502633.5
2024-11-15 22:00:00,0.6792,0.6868,0.6702,0.6756,21409431.3
2024-11-15 23:00:00,0.6753,0.7075,0.6748,0.7071,49791734.2
2024-11-16 00:00:00,0.7071,0.7483,0.7026,0.7098,107887390.2
2024-11-16 01:00:00,0.7097,0.7281,0.7061,0.7231,43607281.5
2024-11-16 02:00:00,0.7231,0.7411,0.7183,0.7407,37094532.3
2024-11-16 03:00:00,0.7407,0.75,0.7282,0.7459,38379320.9
2024-11-16 04:00:00,0.7458,0.7458,0.7259,0.7364,33800497.9
2024-11-16 05:00:00,0.7363,0.7587,0.73,0.7402,49065777.6
2024-11-16 06:00:00,0.7401,0.7509,0.7185,0.7216,33274551.4
2024-11-16 07:00:00,0.7215,0.7292,0.7138,0.7254,20486635.7
2024-11-16 08:00:00,0.7254,0.7296,0.7079,0.7218,38080803.0
2024-11-16 09:00:00,0.7218,0.758,0.7184,0.752,59293684.7
2024-11-16 10:00:00,0.7521,0.7805,0.7503,0.7753,78511193.9
2024-11-16 11:00:00,0.7752,0.7846,0.7379,0.7524,61122268.5
2024-11-16 12:00:00,0.7524,0.754,0.7322,0.7477,41637513.0
2024-11-16 13:00:00,0.7478,0.7755,0.742,0.7564,46666629.6
2024-11-16 14:00:00,0.7564,0.7781,0.7531,0.7779,42213818.9
2024-11-16 15:00:00,0.778,0.8193,0.7289,0.7454,181415061.9
2024-11-16 16:00:00,0.7454,0.7703,0.7393,0.7619,53468158.5
2024-11-16 17:00:00,0.7618,0.7623,0.7475,0.7512,33505109.5
2024-11-16 18:00:00,0.7514,0.7746,0.7507,0.7685,29552426.5
2024-11-16 19:00:00,0.7686,0.7722,0.7559,0.7588,24821000.5
2024-11-16 20:00:00,0.7588,0.7669,0.7502,0.7572,19850183.5
2024-11-16 21:00:00,0.7572,0.7672,0.7507,0.751,15838197.3
2024-11-16 22:00:00,0.7509,0.7545,0.7396,0.7403,16215904.6
2024-11-16 23:00:00,0.7403,0.7506,0.7307,0.7416,26136982.7
2024-11-17 00:00:00,0.7416,0.7798,0.7416,0.7541,65812342.1
2024-11-17 01:00:00,0.7541,0.7548,0.7,0.7115,59506594.8
2024-11-17 02:00:00,0.7116,0.7203,0.6893,0.7147,53726335.8
2024-11-17 03:00:00,0.7146,0.7203,0.7122,0.7149,13921608.3
2024-11-17 04:00:00,0.7149,0.7215,0.7059,0.7144,22943077.7
2024-11-17 05:00:00,0.7143,0.7207,0.7087,0.7093,18635805.5
2024-11-17 06:00:00,0.7092,0.7303,0.7071,0.7217,15653873.2
2024-11-17 07:00:00,0.7217,0.7293,0.7176,0.7178,15877637.5
2024-11-17 08:00:00,0.7178,0.7279,0.7142,0.7208,10830166.4
2024-11-17 09:00:00,0.7209,0.7294,0.7206,0.7255,18173945.5
2024-11-17 10:00:00,0.7255,0.7287,0.7189,0.7216,11718396.3
2024-11-17 11:00:00,0.7216,0.7216,0.7075,0.708,13317248.5
2024-11-17 12:00:00,0.708,0.7275,0.7064,0.7263,10738663.5
2024-11-17 13:00:00,0.7263,0.7336,0.72,0.7269,13186355.2
2024-11-17 14:00:00,0.7267,0.7319,0.72,0.7303,14921787.4
2024-11-17 15:00:00,0.7304,0.7311,0.7217,0.7254,10171435.2
2024-11-17 16:00:00,0.7255,0.7414,0.7244,0.74,13776969.7
2024-11-17 17:00:00,0.74,0.7484,0.7348,0.7429,17589628.0
2024-11-17 18:00:00,0.7428,0.7444,0.7212,0.7229,16989116.5
2024-11-17 19:00:00,0.723,0.7255,0.7104,0.7162,12549971.5
2024-11-17 20:00:00,0.7162,0.7213,0.7079,0.7142,8874898.5
2024-11-17 21:00:00,0.7142,0.716,0.7037,0.7039,9615191.5
2024-11-17 22:00:00,0.7039,0.7113,0.6976,0.7044,12562499.8
2024-11-17 23:00:00,0.7044,0.7105,0.6961,0.7026,13169188.0
2024-11-18 00:00:00,0.7026,0.7183,0.7002,0.7086,16481108.0
2024-11-18 01:00:00,0.7086,0.7443,0.7076,0.737,17852519.9
2024-11-18 02:00:00,0.737,0.7391,0.7248,0.7351,15573329.7
2024-11-18 03:00:00,0.735,0.7421,0.7278,0.737,16141265.3
2024-11-18 04:00:00,0.7371,0.7477,0.734,0.7422,19014831.0
2024-11-18 05:00:00,0.7423,0.763,0.7409,0.7571,28476769.4
2024-11-18 06:00:00,0.757,0.7802,0.7556,0.7689,41164714.5
2024-11-18 07:00:00,0.7687,0.7693,0.7558,0.7612,17281856.3
2024-11-18 08:00:00,0.7613,0.7839,0.7608,0.7683,28926762.6
2024-11-18 09:00:00,0.7683,0.779,0.7561,0.7584,20961618.0
2024-11-18 10:00:00,0.7583,0.7642,0.7566,0.7625,11140500.7
2024-11-18 11:00:00,0.7626,0.7645,0.7304,0.7346,31070578.9
2024-11-18 12:00:00,0.7346,0.7384,0.7275,0.7322,14237802.3
2024-11-18 13:00:00,0.7321,0.7354,0.7171,0.7276,19619815.7
2024-11-18 14:00:00,0.7276,0.744,0.726,0.7393,16209808.4
2024-11-18 15:00:00,0.7391,0.7693,0.7352,0.7649,21186089.7
2024-11-18 16:00:00,0.7648,0.7684,0.7361,0.7507,27613455.5
2024-11-18 17:00:00,0.7507,0.7567,0.7393,0.7508,17732167.5
2024-11-18 18:00:00,0.7508,0.7539,0.7377,0.7399,9353559.6
2024-11-18 19:00:00,0.7401,0.7421,0.7225,0.7364,15053032.4
2024-11-18 20:00:00,0.7363,0.7475,0.733,0.7389,13829612.4
2024-11-18 21:00:00,0.7389,0.7503,0.7373,0.7419,8790818.6
2024-11-18 22:00:00,0.7419,0.7482,0.7419,0.7429,4340428.5
2024-11-18 23:00:00,0.7429,0.748,0.7315,0.7325,10288683.3
2024-11-19 00:00:00,0.7324,0.7395,0.7287,0.7376,10581814.0
2024-11-19 01:00:00,0.7376,0.7417,0.7328,0.733,5578502.2
2024-11-19 02:00:00,0.733,0.7415,0.7318,0.7415,7282367.5
2024-11-19 03:00:00,0.7416,0.7543,0.7382,0.7527,8689617.2
2024-11-19 04:00:00,0.7527,0.7546,0.737,0.7391,10414180.6
2024-11-19 05:00:00,0.7392,0.7543,0.7365,0.7538,9392202.0
2024-11-19 06:00:00,0.7538,0.763,0.752,0.7627,13886055.5
2024-11-19 07:00:00,0.7626,0.765,0.7525,0.755,10739962.5
2024-11-19 08:00:00,0.755,0.7557,0.7451,0.7516,12994392.4
2024-11-19 09:00:00,0.7516,0.7539,0.7378,0.7387,12418672.8
2024-11-19 10:00:00,0.7386,0.7448,0.7353,0.7393,9012098.0
2024-11-19 11:00:00,0.7393,0.74,0.73,0.7379,12355035.5
2024-11-19 12:00:00,0.7378,0.7561,0.7375,0.7464,16646926.0
2024-11-19 13:00:00,0.7464,0.7487,0.7242,0.7246,21575219.5
2024-11-19 14:00:00,0.7246,0.734,0.7227,0.7264,16359174.5
2024-11-19 15:00:00,0.7266,0.7323,0.7235,0.7296,11216000.9
2024-11-19 16:00:00,0.7296,0.7374,0.7258,0.7315,8218802.4
2024-11-19 17:00:00,0.7315,0.7378,0.7279,0.7312,9765956.3
2024-11-19 18:00:00,0.7313,0.7442,0.7292,0.7433,13107636.1
2024-11-19 19:00:00,0.7434,0.752,0.7363,0.7462,15420997.5
2024-11-19 20:00:00,0.7463,0.7615,0.7446,0.7528,21191947.2
2024-11-19 21:00:00,0.7528,0.7547,0.7235,0.7375,22229889.5
2024-11-19 22:00:00,0.7374,0.7399,0.72,0.737,9895018.9
2024-11-19 23:00:00,0.737,0.7399,0.7307,0.7387,8034834.0
2024-11-20 00:00:00,0.7386,0.765,0.7384,0.7602,27980617.0
2024-11-20 01:00:00,0.7601,0.7773,0.7594,0.7706,35308210.3
2024-11-20 02:00:00,0.7705,0.7766,0.7583,0.7654,20707434.0
2024-11-20 03:00:00,0.7654,0.7706,0.75,0.7702,26106470.1
2024-11-20 04:00:00,0.7702,0.7861,0.761,0.7849,28368368.0
2024-11-20 05:00:00,0.7849,0.8039,0.775,0.7876,47530595.1
2024-11-20 06:00:00,0.7876,0.7973,0.7824,0.7866,19302952.8
2024-11-20 07:00:00,0.7866,0.7934,0.7807,0.789,13693017.0
2024-11-20 08:00:00,0.7889,0.8192,0.7863,0.8153,43244021.2
2024-11-20 09:00:00,0.8153,0.8484,0.8079,0.8288,89120597.9
2024-11-20 10:00:00,0.8288,0.845,0.8284,0.8382,31706112.5
2024-11-20 11:00:00,0.8383,0.8395,0.8204,0.8258,38480646.5
2024-11-20 12:00:00,0.8258,0.8343,0.8099,0.8192,41623708.0
2024-11-20 13:00:00,0.8192,0.8417,0.8163,0.8335,30341963.9
2024-11-20 14:00:00,0.8335,0.8435,0.8201,0.8292,34438459.3
2024-11-20 15:00:00,0.8292,0.8399,0.8183,0.8349,29681679.8
2024-11-20 16:00:00,0.8349,0.8429,0.8129,0.8248,38030386.1
2024-11-20 17:00:00,0.8247,0.8333,0.801,0.8011,28000486.2
2024-11-20 18:00:00,0.8012,0.8089,0.79,0.7932,30392631.7
2024-11-20 19:00:00,0.793,0.8019,0.7838,0.7987,16386333.3
2024-11-20 20:00:00,0.7986,0.8097,0.7914,0.8047,14931693.2
2024-11-20 21:00:00,0.8047,0.8157,0.7981,0.8093,15759098.7
2024-11-20 22:00:00,0.8092,0.8217,0.8062,0.8203,12938576.7
2024-11-20 23:00:00,0.8203,0.8204,0.796,0.8003,15624372.7
2024-11-21 00:00:00,0.8003,0.8191,0.7955,0.8038,19526927.0
2024-11-21 01:00:00,0.8038,0.8058,0.7906,0.7915,14816222.5
2024-11-21 02:00:00,0.7915,0.7917,0.7655,0.772,29682701.9
2024-11-21 03:00:00,0.772,0.7872,0.7691,0.776,20321134.8
2024-11-21 04:00:00,0.7759,0.8016,0.771,0.7955,25895559.1
2024-11-21 05:00:00,0.7955,0.7993,0.7805,0.785,21786338.6
2024-11-21 06:00:00,0.785,0.7937,0.7796,0.7814,16589132.6
2024-11-21 07:00:00,0.7815,0.787,0.7785,0.785,13527249.9
2024-11-21 08:00:00,0.7851,0.7875,0.7758,0.7814,16964375.5
2024-11-21 09:00:00,0.7815,0.7866,0.7709,0.7718,17011117.9
2024-11-21 10:00:00,0.7718,0.7851,0.7704,0.7842,13146467.3
2024-11-21 11:00:00,0.7841,0.7942,0.7836,0.7858,19132091.4
2024-11-21 12:00:00,0.7858,0.8099,0.7848,0.7963,31628058.5
2024-11-21 13:00:00,0.7962,0.8044,0.7918,0.7942,22532446.5
2024-11-21 14:00:00,0.7942,0.802,0.7823,0.7878,22318862.1
2024-11-21 15:00:00,0.7879,0.7899,0.77,0.7791,23629758.6
2024-11-21 16:00:00,0.7792,0.7889,0.7778,0.7883,11612024.1
2024-11-21 17:00:00,0.7884,0.8016,0.7877,0.8016,14095767.8
2024-11-21 18:00:00,0.8016,0.807,0.7806,0.8021,37166909.3
2024-11-21 19:00:00,0.802,0.8119,0.7923,0.796,28361208.7
2024-11-21 20:00:00,0.7959,0.8002,0.785,0.7912,19205151.6
2024-11-21 21:00:00,0.7911,0.8039,0.7875,0.8027,11226482.7
2024-11-21 22:00:00,0.8028,0.8195,0.8006,0.8174,19997079.8
2024-11-21 23:00:00,0.8173,0.8239,0.8097,0.8218,16528399.5
2024-11-22 00:00:00,0.8219,0.8467,0.8123,0.8265,41833834.0
2024-11-22 01:00:00,0.8266,0.8689,0.8223,0.8583,60489128.7
2024-11-22 02:00:00,0.8582,0.8877,0.8575,0.8689,54945121.9
2024-11-22 03:00:00,0.8689,0.88,0.865,0.8705,27931186.2
2024-11-22 04:00:00,0.8704,0.9,0.8673,0.8944,43065580.5
2024-11-22 05:00:00,0.8943,0.8943,0.8713,0.8799,24671115.5
2024-11-22 06:00:00,0.8798,0.8881,0.8718,0.8814,19699608.0
2024-11-22 07:00:00,0.8814,0.8838,0.8533,0.8554,28532766.6
2024-11-22 08:00:00,0.8555,0.872,0.855,0.8687,20237806.4
2024-11-22 09:00:00,0.8687,0.8694,0.8578,0.8591,13860259.1
2024-11-22 10:00:00,0.8591,0.8667,0.8518,0.8632,19202807.5
2024-11-22 11:00:00,0.8632,0.9176,0.8532,0.9139,50031142.4
2024-11-22 12:00:00,0.9139,0.9318,0.8971,0.9232,66933609.0
2024-11-22 13:00:00,0.9231,0.9237,0.8789,0.8931,70868395.2
2024-11-22 14:00:00,0.8932,0.9071,0.8821,0.8975,26170469.2
2024-11-22 15:00:00,0.8975,0.9296,0.894,0.9262,34847062.2
2024-11-22 16:00:00,0.9261,0.981,0.9234,0.9668,99880725.4
2024-11-22 17:00:00,0.9667,0.9818,0.9551,0.959,52342899.0
2024-11-22 18:00:00,0.959,0.9884,0.9551,0.9566,51905917.7
2024-11-22 19:00:00,0.9567,0.9723,0.9436,0.9675,29507661.8
2024-11-22 20:00:00,0.9675,0.99,0.9665,0.9794,31881457.7
2024-11-22 21:00:00,0.9794,0.99,0.9731,0.9825,24235141.2
2024-11-22 22:00:00,0.9824,1.044,0.9812,1.0265,102305077.5
2024-11-22 23:00:00,1.0266,1.0275,0.9902,1.0175,35987377.0
2024-11-23 00:00:00,1.0175,1.1542,1.0157,1.1154,127756179.0
2024-11-23 01:00:00,1.1152,1.1514,1.0933,1.1134,80416116.2
2024-11-23 02:00:00,1.1131,1.1157,1.0561,1.0748,60774857.1
2024-11-23 03:00:00,1.0747,1.1028,1.0692,1.0921,33680878.3
2024-11-23 04:00:00,1.0921,1.0936,1.0382,1.0762,46832535.1
2024-11-23 05:00:00,1.0762,1.1103,1.0722,1.0878,35181303.2
2024-11-23 06:00:00,1.0877,1.0993,1.0777,1.0892,17848452.3
2024-11-23 07:00:00,1.0891,1.1063,1.0827,1.0943,24662057.4
2024-11-23 08:00:00,1.0943,1.1096,1.0881,1.0928,32804122.2
2024-11-23 09:00:00,1.0927,1.1067,1.071,1.0773,26772263.0
2024-11-23 10:00:00,1.0772,1.0845,1.0657,1.0761,20417492.7
2024-11-23 11:00:00,1.0761,1.0919,1.0661,1.0849,18885073.8
2024-11-23 12:00:00,1.0848,1.0878,1.0602,1.0653,26551445.1
2024-11-23 13:00:00,1.0653,1.1031,1.064,1.0908,37113446.6
2024-11-23 14:00:00,1.0908,1.1234,1.0884,1.1131,33767298.8
2024-11-23 15:00:00,1.1134,1.148,1.097,1.1032,59048779.9
2024-11-23 16:00:00,1.1031,1.1296,1.041,1.0562,84432157.9
2024-11-23 17:00:00,1.0563,1.0742,1.0211,1.0619,47096611.5
2024-11-23 18:00:00,1.0617,1.0691,1.0443,1.0671,15042056.2
2024-11-23 19:00:00,1.0672,1.0721,1.0521,1.0668,14627424.2
2024-11-23 20:00:00,1.0668,1.0668,1.0292,1.0508,25904340.4
2024-11-23 21:00:00,1.0507,1.0806,1.0465,1.0806,16032165.6
2024-11-23 22:00:00,1.0806,1.0915,1.0632,1.0792,22121591.5
2024-11-23 23:00:00,1.0791,1.0827,1.0558,1.0658,11995058.7
2024-11-24 00:00:00,1.0659,1.0917,1.0523,1.0735,24704269.2
2024-11-24 01:00:00,1.0735,1.0836,1.0661,1.0761,12652885.8
2024-11-24 02:00:00,1.0761,1.0978,1.0707,1.0835,19389514.2
2024-11-24 03:00:00,1.0836,1.0959,1.0713,1.0817,16636497.5
2024-11-24 04:00:00,1.0817,1.0906,1.0567,1.0625,22161239.8
2024-11-24 05:00:00,1.0625,1.0689,1.0454,1.0583,17961938.6
2024-11-24 06:00:00,1.0583,1.0675,1.0496,1.0627,11145489.5
2024-11-24 07:00:00,1.0627,1.0735,1.0606,1.0729,10237583.5
2024-11-24 08:00:00,1.0728,1.078,1.0438,1.0452,15478821.5
2024-11-24 09:00:00,1.0456,1.0552,1.0376,1.0462,14326152.4
2024-11-24 10:00:00,1.0461,1.0554,1.0281,1.0353,19726458.3
2024-11-24 11:00:00,1.0352,1.0403,0.9986,1.0038,40349111.3
2024-11-24 12:00:00,1.0039,1.0204,0.9364,0.9761,74377496.2
2024-11-24 13:00:00,0.976,1.0135,0.9681,0.9973,34838503.2
2024-11-24 14:00:00,0.9972,0.9976,0.9701,0.9839,34765526.1
2024-11-24 15:00:00,0.9838,0.9872,0.9479,0.9485,36549707.2
2024-11-24 16:00:00,0.9485,0.9914,0.9396,0.9738,42801426.3
2024-11-24 17:00:00,0.9737,0.9751,0.959,0.9665,17011551.2
2024-11-24 18:00:00,0.9664,1.0038,0.9648,0.9929,24913883.3
2024-11-24 19:00:00,0.9928,0.9969,0.9786,0.9824,14342701.2
2024-11-24 20:00:00,0.9824,1.0081,0.978,1.0074,16852250.2
2024-11-24 21:00:00,1.0074,1.0241,0.9981,1.0234,17047527.2
2024-11-24 22:00:00,1.0234,1.0377,1.0153,1.0275,22842172.7
2024-11-24 23:00:00,1.0274,1.0388,1.0161,1.0226,20244471.6
2024-11-25 00:00:00,1.0228,1.0236,0.997,1.002,17588024.6
2024-11-25 01:00:00,1.002,1.0046,0.972,0.9873,21517819.7
2024-11-25 02:00:00,0.9872,0.9982,0.983,0.9881,9268065.4
2024-11-25 03:00:00,0.9882,1.0155,0.9876,1.0128,10342041.6
2024-11-25 04:00:00,1.0127,1.0778,1.0116,1.0375,40933942.9
2024-11-25 05:00:00,1.0376,1.0558,1.0353,1.0455,17706495.9
2024-11-25 06:00:00,1.0455,1.0528,1.0338,1.0366,13263406.5
2024-11-25 07:00:00,1.0367,1.0489,1.0238,1.0386,16350251.5
2024-11-25 08:00:00,1.0386,1.0712,1.0363,1.0665,21895417.0
2024-11-25 09:00:00,1.0667,1.073,1.0582,1.063,18896151.6
2024-11-25 10:00:00,1.063,1.0668,1.0457,1.0574,16402784.9
2024-11-25 11:00:00,1.0575,1.0647,1.0403,1.0484,13396341.2
2024-11-25 12:00:00,1.0485,1.0603,1.032,1.0329,16543688.3
2024-11-25 13:00:00,1.0329,1.0391,1.0058,1.0071,26510900.8
2024-11-25 14:00:00,1.0073,1.0189,0.983,0.9844,26301235.5
2024-11-25 15:00:00,0.9844,1.015,0.9711,1.0065,42102996.0
2024-11-25 16:00:00,1.0064,1.0196,0.9917,1.0013,36405572.4
2024-11-25 17:00:00,1.0013,1.0053,0.9782,0.989,21146313.7
2024-11-25 18:00:00,0.9891,1.0032,0.9858,0.9985,11932981.4
2024-11-25 19:00:00,0.9984,1.0174,0.9946,1.0031,16733731.4
2024-11-25 20:00:00,1.0033,1.0116,0.9959,1.003,12316902.1
2024-11-25 21:00:00,1.003,1.0125,0.9566,0.966,27300112.0
2024-11-25 22:00:00,0.9659,0.9711,0.9294,0.9578,35997220.0
2024-11-25 23:00:00,0.9579,0.9627,0.9423,0.9435,13318784.8
2024-11-26 00:00:00,0.9435,0.9722,0.9373,0.9565,25015141.8
2024-11-26 01:00:00,0.9565,0.9793,0.9558,0.9738,10322207.0
2024-11-26 02:00:00,0.9737,0.9815,0.9706,0.9788,14202347.7
2024-11-26 03:00:00,0.9788,0.9795,0.9641,0.9712,9201565.3
2024-11-26 04:00:00,0.9711,0.9761,0.9622,0.9682,6294145.0
2024-11-26 05:00:00,0.9682,0.9899,0.9667,0.9842,9237387.4
2024-11-26 06:00:00,0.9842,0.986,0.9711,0.9722,6618137.0
2024-11-26 07:00:00,0.9723,0.9724,0.9523,0.9594,14884986.4
2024-11-26 08:00:00,0.9596,0.9602,0.9225,0.9319,42617538.2
2024-11-26 09:00:00,0.9321,0.9511,0.9296,0.9456,16157231.4
2024-11-26 10:00:00,0.9456,0.9514,0.9104,0.9115,30903945.6
2024-11-26 11:00:00,0.9115,0.9179,0.8743,0.9051,72482659.0
2024-11-26 12:00:00,0.9051,0.9144,0.8881,0.8964,30469245.5
2024-11-26 13:00:00,0.8963,0.9217,0.8885,0.9085,22744973.8
2024-11-26 14:00:00,0.9086,0.9361,0.8981,0.9259,26486115.3
2024-11-26 15:00:00,0.926,0.9306,0.9067,0.9067,18774002.6
2024-11-26 16:00:00,0.9067,0.9439,0.9025,0.936,23261883.6
2024-11-26 17:00:00,0.9362,0.9365,0.9216,0.9253,9203540.5
2024-11-26 18:00:00,0.9255,0.928,0.8928,0.9084,17254637.6
2024-11-26 19:00:00,0.9085,0.944,0.9062,0.9409,20508886.5
2024-11-26 20:00:00,0.9408,0.9653,0.9312,0.9551,21303134.6
2024-11-26 21:00:00,0.9551,0.9621,0.941,0.9454,12011458.6
2024-11-26 22:00:00,0.9454,0.9655,0.9447,0.9501,11009920.6
2024-11-26 23:00:00,0.9497,0.9648,0.9473,0.9603,8227884.7
2024-11-27 00:00:00,0.9602,0.9732,0.934,0.9364,14542248.2
2024-11-27 01:00:00,0.9366,0.9579,0.9312,0.9518,11779096.5
2024-11-27 02:00:00,0.9518,0.9567,0.9376,0.9501,8256845.3
2024-11-27 03:00:00,0.9501,0.9523,0.9401,0.9483,7276710.7
2024-11-27 04:00:00,0.9481,0.974,0.9477,0.96,13952282.1
2024-11-27 05:00:00,0.9603,0.9635,0.9457,0.9576,7065991.7
2024-11-27 06:00:00,0.9577,0.9728,0.9558,0.9611,8636435.6
2024-11-27 07:00:00,0.9612,0.9878,0.9558,0.9829,17058965.1
2024-11-27 08:00:00,0.9829,0.9856,0.9687,0.9791,16659084.5
2024-11-27 09:00:00,0.9793,0.9955,0.9679,0.9916,19031891.4
2024-11-27 10:00:00,0.9918,1.0249,0.9838,1.0027,33619046.0
2024-11-27 11:00:00,1.0028,1.0145,0.9938,1.007,26875971.2
2024-11-27 12:00:00,1.007,1.0105,0.9772,0.988,24127942.9
2024-11-27 13:00:00,0.9879,1.0061,0.9836,1.0057,17481826.5
2024-11-27 14:00:00,1.0057,1.014,0.9919,1.0038,21239152.8
2024-11-27 15:00:00,1.0037,1.0419,0.9922,1.0341,28314848.7
2024-11-27 16:00:00,1.0342,1.0399,1.0041,1.0103,29118708.4
2024-11-27 17:00:00,1.0103,1.0261,1.0071,1.0229,11304589.5
2024-11-27 18:00:00,1.023,1.0309,1.0191,1.0235,13545895.7
2024-11-27 19:00:00,1.0234,1.027,1.0153,1.0179,9144789.0
2024-11-27 20:00:00,1.0178,1.038,1.0117,1.0159,14280354.3
2024-11-27 21:00:00,1.0161,1.0203,1.0069,1.0128,9572467.8
2024-11-27 22:00:00,1.0129,1.018,1.0009,1.0059,10105398.9
2024-11-27 23:00:00,1.006,1.0188,1.0025,1.0116,10508517.1
2024-11-28 00:00:00,1.0114,1.016,0.9956,1.015,13880215.5
2024-11-28 01:00:00,1.0149,1.028,1.01,1.0253,10321538.4
2024-11-28 02:00:00,1.0253,1.0309,1.0074,1.0103,9026678.8
2024-11-28 03:00:00,1.0101,1.0147,0.988,1.0061,14568783.2
2024-11-28 04:00:00,1.0061,1.0262,1.0022,1.0142,9975554.6
2024-11-28 05:00:00,1.0141,1.0172,1.0012,1.0074,5642388.4
2024-11-28 06:00:00,1.0074,1.0123,0.9995,1.0046,7393139.5
2024-11-28 07:00:00,1.0047,1.0115,0.9904,0.9966,9472440.1
2024-11-28 08:00:00,0.9966,1.0033,0.9877,0.9971,8774933.2
2024-11-28 09:00:00,0.9971,0.9979,0.9845,0.9848,7651303.2
2024-11-28 10:00:00,0.9849,0.9954,0.9816,0.9886,8769974.9
2024-11-28 11:00:00,0.9888,1.0022,0.9816,0.9973,9073566.5
2024-11-28 12:00:00,0.9971,1.0022,0.9899,0.9989,8955110.4
2024-11-28 13:00:00,0.9989,1.0087,0.991,1.0014,10946032.7
2024-11-28 14:00:00,1.0013,1.0095,0.9878,0.9935,15943817.4
2024-11-28 15:00:00,0.9937,0.9986,0.9693,0.9771,27370917.3
2024-11-28 16:00:00,0.9772,0.993,0.9771,0.9883,8573670.8
2024-11-28 17:00:00,0.9884,1.0055,0.9883,0.9981,9175411.9
2024-11-28 18:00:00,0.9982,1.0069,0.9982,1.0024,5503457.6
2024-11-28 19:00:00,1.0025,1.0041,0.9976,1.0021,4838166.0
2024-11-28 20:00:00,1.0022,1.0038,0.9956,1.0015,4544724.3
2024-11-28 21:00:00,1.0015,1.0149,1.0015,1.0129,9892667.4
2024-11-28 22:00:00,1.0128,1.0388,1.0101,1.0386,14490695.5
2024-11-28 23:00:00,1.0386,1.0491,1.0254,1.0321,20064481.9
2024-11-29 00:00:00,1.0321,1.0478,1.0274,1.0336,13977381.7
2024-11-29 01:00:00,1.0337,1.055,1.0333,1.0504,15783636.7
2024-11-29 02:00:00,1.0503,1.0623,1.0402,1.0538,14431123.3
